"","Marca temporal","Edad, en años cumplidos","Sexo","¿En cuál sede de la UCAB estudias?","¿En cuál escuela estudias?","¿Cuál semestre cursas actualmente?","¿Cuánto temor te produce el coronavirus?","¿Cuántas medidas de prevención has adoptado en tu vida diaria para evitar contagiarte?","Describelas brevemente (opcional)","3- ¿Cómo te sientes en cuarentena?","Cuando termine la cuarentena tu crees que...","A continuación encontraras una lista de las actividades que las personas están haciendo en cuarentena, marca todas las que apliquen a tu caso."
"112",2020-04-06 17:08:56,18,"Mujer","Caracas","Economía",2,3,5,"Mantener la casa limpia (usar cloro), mantenerme en casa, lavarme las manos, tener un antibacterial cerca, y usar tapabocas y guantes si requiero salir.","Bien, tampoco es para tanto","Nada va a cambiar","Estoy adelantando mis estudios, Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy escribiendo, Estoy haciendo manualidades (orfebreria, papercraft, escultura, pintura), Estoy practicando con un instrumento musical, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"113",2020-04-06 17:09:14,18,"Hombre","Caracas","Economía",2,2,5,NA,"Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy adelantando mis estudios, Estoy haciendo cursos en línea, Estoy haciendo rutinas de ejercicios, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"114",2020-04-06 17:09:18,17,"Hombre","Caracas","Administración y Contaduría",1,2,4,NA,"Regular, pero no hay más remedio","Las cosas van a estar mucho peor","Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy conectado con mis amigos en linea (jugando o conversando)"
"115",2020-04-06 17:09:21,17,"Mujer","Caracas","Psicología",2,5,5,NA,"Bien, tampoco es para tanto","Nada va a cambiar","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia"
"116",2020-04-06 17:09:28,18,"Hombre","Caracas","Ingeniera",2,4,5,"Evitar salir y lavarse las manos","Regular, pero no hay más remedio","Las cosas van a mejorar","Estoy adelantando mis estudios, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy jugando videojuegos, Estoy conectado con mis amigos en linea (jugando o conversando)"
"117",2020-04-06 17:09:39,19,"Mujer","Caracas","Psicología",2,5,3,"Quedarme en casa","Regular, pero no hay más remedio","Las cosas van a mejorar","Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy practicando meditación/yoga, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"118",2020-04-06 17:09:45,18,"Mujer","Caracas","Derecho",3,4,4,NA,"Regular, pero no hay más remedio","Las cosas van a mejorar","Estoy leyendo más de lo habitual (libros, revistas), Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia"
"119",2020-04-06 17:09:54,22,"Hombre","Caracas","Derecho",2,3,3,NA,"Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy conectado más tiempo en redes sociales, Estoy escribiendo, Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"120",2020-04-06 17:09:56,19,"Hombre","Caracas","Ciencias Sociales",2,3,5,"Totalmente aislado y sin salir","Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy haciendo cursos en línea, Estoy viendo más television, Estoy conectado más tiempo en redes sociales, Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"121",2020-04-06 17:10:13,18,"Mujer","Caracas","Psicología",2,4,3,"Lavarme las manos y la cara muy seguido, no salgo de mi casa, para nada.","Bien, tampoco es para tanto","Las cosas van a estar mal","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy aprendiendo algo nuevo (cocina, hobby)"
"122",2020-04-06 17:10:16,17,"Hombre","Caracas","Administración y Contaduría",1,3,4,NA,"Mal, necesito que esto termine pronto","Las cosas van a estar mal","Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia"
"123",2020-04-06 17:10:45,18,"Mujer","Caracas","Psicología",2,3,5,"Nos mantenemos en casa, y lavamos nuestras manos con mucha frecuencia","De maravilla, me encanta estar aislado","Las cosas van a estar mal","Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"124",2020-04-06 17:11:17,18,"Hombre","Caracas","Derecho",1,3,3,NA,"Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"125",2020-04-06 17:11:48,18,"Hombre","Caracas","Administración y Contaduría",2,2,3,NA,"Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy leyendo más de lo habitual (libros, revistas), Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy escribiendo, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"126",2020-04-06 17:11:55,18,"Hombre","Caracas","Economía",2,1,3,"Cuarentena, medidas relativamente avanzadas de higiene.","Mal, necesito que esto termine pronto","Nada va a cambiar","Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"127",2020-04-06 17:11:59,18,"Hombre","Caracas","Administración y Contaduría",2,4,3,"Limpiarme las manos cada vez que toco algo desconocido y salir con tapabocas.","Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy leyendo más de lo habitual (libros, revistas), Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy escribiendo, Estoy pasando tiempo en familia"
"128",2020-04-06 17:12:04,19,"Hombre","Caracas","Economía",2,3,5,"Encerrado en casa","Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy haciendo cursos en línea, Estoy leyendo más de lo habitual (libros, revistas), Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy practicando meditación/yoga, Estoy practicando con un instrumento musical"
"129",2020-04-06 17:12:29,18,"Hombre","Caracas","Economía",2,2,4,NA,"Mal, necesito que esto termine pronto","Las cosas van a estar mal","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy jugando videojuegos"
"130",2020-04-06 17:12:32,17,"Hombre","Caracas","Administración y Contaduría",2,4,3,"Lavarme las manos , tapabocas al salir","Muy mal, estoy que me subo por las paredes","Las cosas van a estar mucho mejor","Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"131",2020-04-06 17:13:01,18,"Mujer","Caracas","Ciencias Sociales",2,4,5,"Uso de tapabocas, cuarentena, no entrar con los zapatos a la casa, bañarse después de llegar de buscar provisiones, poner la ropa que se usó en la calle a lavar o al sol (si todavía no está para lavar), lavado de manos frecuente.","Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy adelantando mis estudios, Estoy haciendo cursos en línea, Estoy viendo más television, Estoy conectado más tiempo en redes sociales, Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"132",2020-04-06 17:13:11,21,"Mujer","Caracas","Psicología",3,3,4,NA,"Regular, pero no hay más remedio","Las cosas van a mejorar","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy escribiendo, Estoy haciendo manualidades (orfebreria, papercraft, escultura, pintura), Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"133",2020-04-06 17:13:27,18,"Hombre","Caracas","Ingeniera",2,3,4,NA,"Bien, tampoco es para tanto","Nada va a cambiar","Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy escribiendo, Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"134",2020-04-06 17:13:52,18,"Hombre","Caracas","Economía",2,4,5,"Todas las recomendadas por la OMS","Regular, pero no hay más remedio","Las cosas van a mejorar","Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"135",2020-04-06 17:14:50,17,"Mujer","Caracas","Comunicación Social",2,3,4,NA,"Muy mal, estoy que me subo por las paredes","Las cosas van a mejorar","Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby)"
"136",2020-04-06 17:14:58,19,"Hombre","Caracas","Administración y Contaduría",5,5,5,NA,"Mal, necesito que esto termine pronto","Las cosas van a estar mucho mejor","Estoy leyendo más de lo habitual (libros, revistas), Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"137",2020-04-06 17:15:14,19,"Hombre","Caracas","Economía",2,2,5,NA,"Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy adelantando mis estudios, Estoy haciendo cursos en línea, Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"138",2020-04-06 17:15:45,18,"Hombre","Caracas","Ingeniera",2,4,5,"Lavarse las manos, mantener una buena higiene, buena alimentación, ejercicios en casa y quedarme en mi casa","Regular, pero no hay más remedio","Nada va a cambiar","Estoy adelantando mis estudios, Estoy haciendo cursos en línea, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"139",2020-04-06 17:15:56,17,"Hombre","Caracas","Comunicación Social",2,4,4,"No salir de mi casa por ningún motivo (ni siquiera al pasillo)","Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"140",2020-04-06 17:16:07,18,"Mujer","Caracas","Psicología",2,4,4,"Lavarse las manos cada vez sea necesario
Lavar ropa constante
Meterme a bañar al llegar de comprar alimentos 
Lavar los alimentos con vinagre al llegar a casa 
Desinfectar con alcohol las patas de mi perra
Tomar vitamina C e infusiones calientes
","Mal, necesito que esto termine pronto","Las cosas van a estar mal","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy conectado más tiempo en redes sociales, Estoy conectado con mis amigos en linea (jugando o conversando)"
"141",2020-04-06 17:16:09,23,"Mujer","Caracas","Administración y Contaduría",7,5,5,"Lavado de manos y rostro, alcohol al 70 con wipes, cloro y ropa fuera de casa en caso de salir","Bien, tampoco es para tanto","Las cosas van a estar mal","Estoy leyendo más de lo habitual (libros, revistas), Estoy haciendo rutinas de ejercicios, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia"
"142",2020-04-06 17:16:16,22,"Mujer","Caracas","Administración y Contaduría",7,5,5,"Lavar mis manos, usar tapabocas y guantes, no salir de casa al menos que sea estrictamente necesario, usar antibacterial y alcohol para desinfectar las cosas compradas, etc.","Regular, pero no hay más remedio","Las cosas van a mejorar","Estoy adelantando mis estudios, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy haciendo manualidades (orfebreria, papercraft, escultura, pintura), Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"143",2020-04-06 17:16:19,18,"Mujer","Caracas","Educación",2,3,5,"No he salido de mi casa","Regular, pero no hay más remedio","Las cosas van a mejorar","Estoy adelantando mis estudios, Estoy haciendo cursos en línea, Estoy conectado más tiempo en redes sociales, Estoy haciendo manualidades (orfebreria, papercraft, escultura, pintura), Estoy practicando danza, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia"
"144",2020-04-06 17:16:41,39,"Hombre","Caracas","Educación",3,5,5,"Lavado de manos, prevención al salir del hogar, adoptar la cuarentena, uso de tapa bocas,estar informado constantemente","Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy adelantando mis estudios, Estoy haciendo cursos en línea, Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy pasando tiempo en familia"
"145",2020-04-06 17:16:51,18,"Mujer","Caracas","Comunicación Social",2,4,5,NA,"Regular, pero no hay más remedio","Las cosas van a mejorar","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy haciendo manualidades (orfebreria, papercraft, escultura, pintura), Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"146",2020-04-06 17:16:57,22,"Mujer","Caracas","Administración y Contaduría",6,4,5,NA,"Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy conectado más tiempo en redes sociales, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"147",2020-04-06 17:16:59,19,"Mujer","Caracas","Comunicación Social",2,3,5,"Lavarme las manos constantemente, cada vez que salgo me pongo guantes y mascarilla, salgo lo menos posible y sólo para cosas esenciales","Bien, tampoco es para tanto","Las cosas van a estar mal","Estoy haciendo cursos en línea, Estoy leyendo más de lo habitual (libros, revistas), Estoy conectado más tiempo en redes sociales, Estoy practicando meditación/yoga, Estoy escribiendo, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"148",2020-04-06 17:17:02,20,"Mujer","Caracas","Administración y Contaduría",4,4,4,NA,"Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy practicando danza, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"149",2020-04-06 17:17:10,18,"Mujer","Caracas","Comunicación Social",2,3,3,NA,"Regular, pero no hay más remedio","Las cosas van a mejorar","Estoy adelantando mis estudios, Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy practicando danza, Estoy pasando tiempo en familia"
"150",2020-04-06 17:17:10,17,"Mujer","Caracas","Psicología",2,4,5,"No salir de la casa, tomar vitamina C, de llegar a salir usar tapabocas","Mal, necesito que esto termine pronto","Las cosas van a mejorar","Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy conectado más tiempo en redes sociales, Estoy practicando meditación/yoga, Estoy escribiendo, Estoy practicando danza, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"151",2020-04-06 17:17:19,18,"Hombre","Caracas","Economía",2,4,5,NA,"Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy practicando con un instrumento musical, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"152",2020-04-06 17:18:00,18,"Mujer","Caracas","Administración y Contaduría",2,4,5,NA,"Regular, pero no hay más remedio","Nada va a cambiar","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy conectado más tiempo en redes sociales, Estoy haciendo manualidades (orfebreria, papercraft, escultura, pintura), Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"153",2020-04-06 17:18:15,17,"Mujer","Caracas","Economía",2,5,5,"Cuarentena","Regular, pero no hay más remedio","Las cosas van a mejorar","Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"154",2020-04-06 17:18:18,20,"Hombre","Caracas","Administración y Contaduría",4,2,3,NA,"Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy jugando videojuegos, Estoy conectado con mis amigos en linea (jugando o conversando)"
"155",2020-04-06 17:18:28,18,"Mujer","Caracas","Ingeniera",2,3,4,NA,"Bien, tampoco es para tanto","Las cosas van a estar mal","Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy jugando videojuegos, Estoy pasando tiempo en familia"
"156",2020-04-06 17:18:31,23,"Hombre","Caracas","Administración y Contaduría",4,2,4,"Tapa bocas, lavarse las manos, no tener tanto contacto con la gente y usar guantes","Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby)"
"157",2020-04-06 17:18:34,18,"Hombre","Caracas","Ingeniera",2,4,4,"Confinamiento, uso de mascarillas, lavado de manos","Regular, pero no hay más remedio","Las cosas van a mejorar","Estoy leyendo más de lo habitual (libros, revistas), Estoy haciendo rutinas de ejercicios, Estoy pasando tiempo en familia"
"158",2020-04-06 17:18:55,18,"Hombre","Caracas","Economía",2,4,4,"Lavarnos las manos constantemente, desinfectar la casa todos los días, salir lo menos posible","Bien, tampoco es para tanto","Las cosas van a estar mal","Estoy haciendo cursos en línea, Estoy conectado más tiempo en redes sociales, Estoy practicando danza, Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"159",2020-04-06 17:19:20,24,"Hombre","Caracas","Educación",7,3,5,NA,"Regular, pero no hay más remedio","Las cosas van a mejorar","Estoy conectado más tiempo en redes sociales, Estoy escribiendo, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"160",2020-04-06 17:19:20,21,"Mujer","Caracas","Administración y Contaduría",6,4,5,"Guantes, tapaboca, lavado de mano frecuente, aislamiento, antibacterial, vitamina c","Regular, pero no hay más remedio","Las cosas van a mejorar","Estoy adelantando mis estudios, Estoy haciendo cursos en línea, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy haciendo manualidades (orfebreria, papercraft, escultura, pintura), Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"161",2020-04-06 17:19:25,24,"Mujer","Caracas","Administración y Contaduría",5,5,5,NA,"Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy haciendo cursos en línea, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"162",2020-04-06 17:19:28,18,"Hombre","Caracas","Administración y Contaduría",2,3,5,"Utilizar tapabocas y guantes al momento de salir de mi casa a hacer mercado y llegando quitarme la ropa a lavar, lavarme las manos y el cuerpo","Bien, tampoco es para tanto","Las cosas van a estar mal","Estoy adelantando mis estudios, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"163",2020-04-06 17:19:28,18,"Hombre","Caracas","Economía",2,4,5,"No salir de casa , no visitar familiares mayores","Mal, necesito que esto termine pronto","Las cosas van a estar mal","Estoy adelantando mis estudios, Estoy haciendo cursos en línea, Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"164",2020-04-06 17:19:42,23,"Mujer","Caracas","Comunicación Social",6,4,4,"Lavarme las manos constantemente, limpiar todas las compras con alcohol o jabón, utilizar tapa boca y guantes al salir a comprar artículos necesarios, tener unos zapatos específicos para salir y lavar la ropa inmediatamente al llegar a la casa.","Mal, necesito que esto termine pronto","Las cosas van a estar mal","Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy practicando danza, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"165",2020-04-06 17:19:46,22,"Mujer","Caracas","Administración y Contaduría",5,5,5,NA,"Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy leyendo más de lo habitual (libros, revistas), Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia"
"166",2020-04-06 17:19:47,21,"Mujer","Caracas","Comunicación Social",6,5,4,NA,"Muy mal, estoy que me subo por las paredes","Las cosas van a estar mucho mejor","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy escribiendo, Estoy practicando danza, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"167",2020-04-06 17:19:52,19,"Mujer","Caracas","Comunicación Social",6,1,4,"No salir de mi casa a menos que sea necesario y lavarme las manos al volver. Usar mascarillas. Desinfectar las superficies. Instar a mi familia a hacer lo mismo.","Regular, pero no hay más remedio","Las cosas van a mejorar","Estoy leyendo más de lo habitual (libros, revistas), Estoy practicando meditación/yoga, Estoy escribiendo, Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"168",2020-04-06 17:20:10,18,"Mujer","Caracas","Psicología",1,5,4,NA,"Muy mal, estoy que me subo por las paredes","Las cosas van a estar mal","Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy conectado con mis amigos en linea (jugando o conversando)"
"169",2020-04-06 17:20:21,18,"Mujer","Caracas","Economía",2,3,5,"Tapabocas 
Uso de guantes 
Gel Antibacterial","Mal, necesito que esto termine pronto","Nada va a cambiar","Estoy adelantando mis estudios, Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy practicando con un instrumento musical, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"170",2020-04-06 17:20:54,18,"Mujer","Caracas","Economía",1,3,4,"No he salido de mi casa en las últimas tres semanas","Regular, pero no hay más remedio","Las cosas van a mejorar","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy conectado más tiempo en redes sociales, Estoy practicando meditación/yoga, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia"
"171",2020-04-06 17:21:07,20,"Hombre","Caracas","Economía",2,3,4,NA,"Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy haciendo cursos en línea, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy practicando con un instrumento musical, Estoy conectado con mis amigos en linea (jugando o conversando)"
"172",2020-04-06 17:21:14,17,"Mujer","Caracas","Psicología",2,2,2,"Usar mascarilla y lavarse las manos al llegar a casa","Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy viendo más television, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby)"
"173",2020-04-06 17:21:17,18,"Mujer","Caracas","Psicología",2,2,4,"Trato de no salir de mi casa, ni mis papás, utilizo anti bacterial, me lavo frecuentemente las manos y no recibo visitas.","Bien, tampoco es para tanto","Las cosas van a estar mal","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"174",2020-04-06 17:21:22,23,"Mujer","Caracas","Administración y Contaduría",6,5,5,NA,"Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy adelantando mis estudios, Estoy haciendo cursos en línea, Estoy viendo más television, Estoy conectado más tiempo en redes sociales, Estoy conectado con mis amigos en linea (jugando o conversando)"
"175",2020-04-06 17:23:12,20,"Mujer","Caracas","Administración y Contaduría",6,3,5,NA,"Mal, necesito que esto termine pronto","Las cosas van a estar mal","Estoy adelantando mis estudios, Estoy haciendo cursos en línea, Estoy viendo más television, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"176",2020-04-06 17:23:21,20,"Mujer","Caracas","Administración y Contaduría",6,5,5,"Muchísima higiene tanto personal como en la casa","Bien, tampoco es para tanto","Las cosas van a estar mal","Estoy adelantando mis estudios, Estoy haciendo cursos en línea, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy practicando meditación/yoga, Estoy haciendo manualidades (orfebreria, papercraft, escultura, pintura), Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"177",2020-04-06 17:23:29,18,"Hombre","Caracas","Ingeniera",2,4,4,NA,"Regular, pero no hay más remedio","Nada va a cambiar","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
